text,Loaded Language,Name calling/Labeling,Smears,Appeal to fear/prejudice,Black-and-white Fallacy/Dictatorship,Exaggeration/Minimisation,Slogans,Misrepresentation of Someone's Position (Straw Man),"Obfuscation, Intentional vagueness, Confusion",Presenting Irrelevant Data (Red Herring),Whataboutism,Causal Oversimplification,Appeal to authority,Flag-waving,Doubt,Thought-terminating cliché,Bandwagon,Reductio ad hitlerum,Repetition,Glittering generalities (Virtue)
"ON TUESDAY, NOVEMBER 3, 2020, WE MAKE AMERICA GREAT AGAIN 
BY VOTING THIS NIGHTMARE OUT OF OFFICE!

",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"AT LAST, THE ILLEGALS AND ECONOMIC DEADBEATS AND PARASITES HAVE A PRESIDENT ON THEIR MONEY

U.S. DEPARTMENT OF AGRICULTURE

FOOD COUPON

VALUE
1
DOLLAR

NON-TRANSFERABLE EXCEPT UNDER CONDITIONS PRESCRIDED BY THE SECRETARY OF AQGRICULTURE
",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ISIS Employee of the Month
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""If that fuckin bastard wins, we're all going to hang
from nooses! You better fix this shit!""
Hillary Clinton email to Donna Brazile, DNC Chair, October 17, 2016
",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Axis of Evil of the United States of America
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What people think super heroes look like:

What super heroes actually look like:
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I GET WHAT I WANT

OR THE COUNTRY DOESN'T GET WHAT IT NEEDS.

",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WE OWE ILLEGALS NOTHING

AND OUR VETERANS EVERYTHING",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"2016
""I've tried to fix the economy for 8 years.
Nothing can fix it.
Trump can't fix it.""

2019
""Trump didn't fix the economy; I did. 
It was my work that fixed the economy, like I planned.

2020
""Corona didn't tank the economy; Trump did.
Nothing can fix it now.
Trump can't fix this.""
",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"WHAT COVID-19 PROTESTERS THINK WE SEE

WHAT WE REALLY SEE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ITS NICE TO HAVE A PRESIDENT WITH BALLS AND A 1ST LADY WHO DOESN'T
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It's not that the Majority are silent

It's that the media are silent about the Majority.",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you support this man, I won't judge you for your choice of political parties. 
I will judge you for your lack of morals, ethics and humanity.
So will others.
So will history.
",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"FOR THE LOVE OF GOD ARREST SOMEBODY! 
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"YOU'D THINK YOU WERE IN A WHORE HOUSE, SEEING THIS MANY PUSSIES!
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"STORM FORMING IN GULF
BLAME TRUMP

Expect Dems to castigate him for this, too.
",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Charles Wade, BLM Co Founder was arrested in 2016 for Child Sex Trafficking.
In other words: He was arrested for Modern Day Slave Trading 
I hope the irony has not been lost on you.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"How I feel After ""debating"" Anti-Vaxxers",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Surgeons operating with a mask on for 20 hours

Karens shopping with a mask on for 20 minutes",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hostess
OFFICIAL CAMPAIGN SPONSOR FOR Ding-Dong & HO-HO
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I like presidents that don't lose money.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ITS BEEN CONFIRMED

Bill gates has developed a FACIAL RECOGNITION system that can detect UNVACCINATED INDIVIDUALS. 
the only way to block it is to wear a face mask",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Trump Promised To Make America Great Again. 
Four Years Later...

PANDEMIC

RECESSION

MASS UNEMPLOYMENT

RIOTS

WINNING",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The real reason you're not paying attention to the #childrenslivesmatter or #endchildtrafficking movement is because the mainstream media haven't told you to.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What type of leader do you prefer?

Justin Trudeau at 29

Erin O'Toole at 29
",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This is what Stupid looks like...,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"STARBUCKS IS NOW OFFERING THESE FREE ISLAMIC DONUTS TO YOUR KIDS

THE TEXT CALLS FOR SHAKIRA LAW IN AMERICA",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DOLL REPRESENTS HOW MANY VACCINES A CHILD RECEIVES... BY AGE 2

ANY QUESTIONS?

Yes, we do have a question.

Each doll represents 10,000 children killed by vaccine-preventable diseases every year;

WHY DON'T YOU WANT TO PREVENT DISEASES THAT KILL?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Happy Fathers Day
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Anti-vaxxers say The Brady Bunch measles episode is proof that measles was no big deal.

If you have to get sick, sure can't beat the measles

By that logic, Hogan's Heroes is proof WW2 POW camps were all just shits and giggles.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FIRST PHOTO OF THE RUSSIAN VACCINE

SMIRNOFF VODKA
",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BETTER TO WAIT IN A LONG LINE TO VOTE FOR TRUMP NOW THAN TO WAIT IN LONG LINES FOR FOOD IN A SOCIALIST AMERICA,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Don't trust BigPharma!
Read the insert!

The inserts are written by BigPharma",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"All the squawking about nobody on the left showing empathy for trump's Covid diagnosis. 
Tell you what, when he shows an ounce of concern for these kids, we'll think about it!
",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANTIVAXXERS LIKE TO SAY DISEASES WERE ENDED
BY IMPROVED SANITATION.
LETS TAKE A LOOK AT SOME PLACES WHERE DISEASES HAVE BEEN ERADICATED.

THIS IS A LOW-INCOME AREA OF MUMBAI, INDIA, WHERE NO ONE GETS POLIO ANYMORE EVER. 
ISN'T IT AMAZING WHAT SANITATION CAN DO?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'VE SERVED THIS COUNTRY FOR DECADES.

WHAT IS CHINA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Democrat ticket is Biden-Harris?

Stop, you're gonna make me pee!
",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"FINALLY!
PROOF FOUND THAT VACCINES CONTAIN MERCURY!

X3 Magnification

X30 Magnification

X300 Magnification
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Do you know ANY Democrat who is *enthusiastic* and
*inspired* that this is their nominee... and thinks this is the best and the brightest they have to offer?
",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Okay, but how will anyone know if they lose their sense of taste?
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Corrupt Bunch
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is how thousands were murdered by our government. 
Tied to chairs. 
Denied family visits. 
Alone.
Abandoned.

What should we do
to the government?
",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Don't forget to tell your surgeon not to wear a mask the next time you need an operation!

Because apparently masks are ineffective at protecting against germs -- and you definitely don't want your surgeon deprived of oxygen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"To help Donald Trump get the full COVID-19 experience, let's make sure he loses his job and is evicted from his home next month.
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The law is not a moral compass. The people who hid Anne Frank were breaking the law.
The people who killed her were following it.
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"NO HONOR
NO INTEGRITY
NO PRINCIPLES
NO MORALS
NO PATRIOTISM
NO HONESTY
NO ETHICS
NO CHARACTER
NO DECENCY
NO VIRTUE
NO SCRUPLES
NO CLASS
NO HUMANITY

100% TURD",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Anti-Maskers

God",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IF WE GIVE UP EVERYTHING THAT OFFENDS SOMEONE THIS WILL BE THE ONLY FLAG WE CAN FLY
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"if the blitz happened in 2020...

i don't consent to this new normal

there are no bombs you've been brainwashed

i'm going outside its my right

they want us to stay here to control us

i'm leaving the lights on in my house and you cant stop me",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I REMEMBER IT ALL SO CLEARLY. 
THE ENTIRE FAMILY COMMITTED SEXUAL MISCONDUCT ON ME AGAINST MY WISHES!
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hey everyone check out cokehead Neil Terell.
Perfect example of the washed up broke liberal.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WHICH ONE ARE YOU?

CHOOSE WISELY BEFORE THEY CHOOSE FOR YOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If Amy Coney Barrett doesn't have the common sense to avoid bringing her 7 kids to a maskless, non socially distanced event then she doesn't have good enough judgment sit on the Supreme Court.
Full stop.
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BEFORE MY PRESIDENCY THERE WAS NO BLM. 
THERE WAS NO ANTIFA. 
THERE WAS NO WAR ON POLICE.
I BUILT THAT.
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Americans when Newton discovered gravity :

Gravity is communist

We will not fall down with 9.8m/s^2

Мy mass my choice",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HEY LIBERALS 
WE CHANGED THE FLAG FOR YOU LIKE IT?

TRUMP
-2020-
KEEP AMERICA GREAT!


",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"ITS TIME TO TAKE ASTAND FOLKS!

EITHER YOU LET THEM BAN COPS, TEAR DOWN HISTORY, AND SUBVERT YOU INTO SNIVELING COWARDS, OR STAND UP AND TELL THEM TO FUCK OFF!
",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Kenosha Mile"" Challenge

Run 684 ft, all alone, at night, being chased by a violent mob. 
Have no gear, no spare mags, no backup, no moral patches.
Be attacked and defend yourself killing only felons, harm no others 
Proceed directly to the police taking responsibility for your actions.
Be witch-hunted as a murderer while your country is burning in riots.

First completed by Kyle Rittenhouse, age 17.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SPECIAL EDITION

DEMOCRATIC NATIONAL CONVENTION 2020
AMERICAS MOST WANTED

WHERE ALL THE CROOKS COME OUT
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Has worked a total of 12 days during the 90 day pandemic so far.

RESIGN
You're pathetic!
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"some americans worry vaccines will have microchips to track them

their phones:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TRUDEAU'S PRIORITIES
1.ENRICHING HIS FRIENDS AND FAMILY
2. OTHER LIBERAL ELITES AND LOBBYISTS
3. FOREIGN DICTATORS
4. CORRUPT CORPORATE EXECUTIVES

ERIN'S PRIORITIES
1. CANADIANS

",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"IF YOU DONT LISTEN TO DESPACITO YOU AIN'T LATINO

",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"THE JIG IS UP 
The entire world knows the truth Donnie.

BEHIND ALL THAT ANGER WAS A SAD LITTLE FAILURE OF A MAN WHO TURNED EVERYTHING HE TOUCHED INTO SHIT.",1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DAD WHAT'S LOSING LIKE?

I DON'T KNOW SON, I'M A TRUMP SUPPORTER",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"In 2021, people who are currently opposed to a non-existant COVID vaccine will tell you ""think for yourself"" and to ""do your own research.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IMAGINE IF 50 MILLION BABIES WERE ALLOWED DYING WISHES
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mitch McConnell - 2016
THE AMERICAN PEOPLE SHOULD HAVE A VOICE IN THE SELECTION OF THEIR NEXT SUPREME COURT JUSTICE.
THIS VACANCY SHOULD NOT BE FILLED UNTIL WE HAVE A NEW PRESIDENT.

If you think McConnell will follow his own advice you must be a special kind of stupid.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IMAGINE the possibilities if they were to put this much effort into cleaning up blighted communities.
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Venezuela's Communist Dictator Nicolas Maduro

BLM Founder Opal Tometi",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Reportedly Donald Trump Lost $ 1.17 Billion from his
Businesses over 10 years from 1985 to 1994!!!
You're Fired !!!

So Basically, Trump isn't actually a successful Businessman -- But he played one recently on TV !",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""I am enthusiastic for this ticket!"" 
- No one

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CAN YOU STILL GET REGULAR SICK OR IS EVERYTHING CORONA

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Anyone else want their ass handed to them?
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pray for this man.

He's fighting a evil that we can't even imagine!",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It's obvious *I* haven't been in a beauty salon lately.
And, besides, they don't work on wigs.
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The shocking truth doctors don't want YOU to know!

Research proves homeopathy cures three conditions!

Low glucose levels

Thirst

Heavy wallet syndrome",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BREAKING: Tonight on FOX, Geraldo opens the vault where Trump keeps his healthcare plan.
Spoiler: It's empty.
",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They say you can't fix STUPID
TURNS OUT You Can't QUARANTINE IT EITHER 
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WHOEVER REPLACES GINSBURG, RAPED ME IN HIGH SCHOOL.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THIS IS THE LEADING CAUSE OF DEATH IN THE UNITED STATES.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"One of the hardest most ferocious fighters the world has ever seen, and Mike Tyson.
",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Here's new Conservative leader Erin O'Toole and Justin Trudeau at roughly the same age.

O'Toole signed up for the Canadians Forces while Trudeau was a part-time ski instructor living off a multi-million dollar trust fund.

O'Toole understands regular Canadians because he's always been one of them.

Trudeau will always be out of touch.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"PARENTS REFUSING NEWBORN VITAMIN K SHOTS

BECAUSE THEY'D PREFER BABY HAVE AN ALL NATURAL, ORGANIC INTRACRANIAL HEMORRHAGE",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wait, what are you doi-

Putin shall be the eternal leader of this world.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BURGER KING

""Forget about the Presidency for a moment. 
Trump's behavior would get him fired from Applebee's.""
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Its time to disband the federal goverment
CHANGE MY MIND
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"It is better to remain silent and be thought a fool than to display one of these on your lawn and remove all doubt.

BIDEN PRESIDENT

",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"An Irresponsible President !

An Irresponsible Man !!!
",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HAIRGATE might have been BARGATE were it not for this woman misreading the sign on the door:
""Salon"" and ""Saloon"" look very similar to 80-year-old eyes.

",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FEDERAL ELECTION

WESTERN CANADA & TERRITORY VOTES
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Find the differences in these two images
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IF THE MEDIA WILL LIE ABOUT THIS

WHAT ELSE ARE THEY LYING ABOUT?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"You decided not to vaccinate?

Classic mistake.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trump leaving the hospital Covid free
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Democrats head for the early-voting precincts.

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PRESIDENTIAL DEBATE VIA SATELLITE

JOE BIDEN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hmm. 
This bridge is only 99.997% safe.
I think I'll swim.

#AntiVaxxerLogic",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"THEY TOLD ME I COULD BE ANYTHING I WANTED

SO I BECAME THE SAVIOR OF WESTERN CIVILIZATION",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TODAY'S COVID NUMBERS ARE:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WARNING !

Vaccines may cause...
Loss or greying of hair
Wrinkles
Grandparentage
Free or reduced price bus passes
Telling kids to get off your lawn
Moaning about modern music",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
